-0.0572139584,-0.2798959017,-0.9583239555,55.12725,jogging
-0.0626333579,-0.2367198616,-0.9695569873,55.231445,jogging
-0.1147811115,-0.2207442671,-0.9685541987,55.336803,jogging
-0.1412072331,-0.2381562591,-0.9609069228,55.442248,jogging
-0.0337605178,-0.2719093561,-0.9617304802,55.547593,jogging
-0.0064768074,-0.2834322453,-0.9589703679,55.65043,jogging
-0.0398253351,-0.3410597444,-0.9391976595,55.755831,jogging
-0.0768613666,-0.408213377,-0.9096450806,55.86079,jogging
-0.0598953515,-0.4251673222,-0.9031308293,55.966436,jogging
-0.0004148126,-0.416713655,-0.9090377092,56.07336,jogging
0.0082157338,-0.4266858995,-0.9043625593,56.185551,jogging
0.0474430323,-0.4363157451,-0.8985419869,56.287435,jogging
0.0643893331,-0.4332020283,-0.8989939094,56.392848,jogging
0.0473796651,-0.43211779,-0.9005717039,56.498222,jogging
0.0265205111,-0.4322608113,-0.9013585448,56.609348,jogging
0.0286038015,-0.4388249815,-0.8981171846,56.712291,jogging
0.0268531088,-0.4394402206,-0.8978703618,56.815826,jogging
0.0206307936,-0.4498944283,-0.8928434253,56.920987,jogging
0.0136049651,-0.4523919821,-0.8917154074,57.024627,jogging
-0.0240105521,-0.4551751018,-0.890078187,57.126224,jogging
-0.063536033,-0.4013542831,-0.9137165546,57.231627,jogging
-0.0936961398,-0.2773760557,-0.9561817646,57.337686,jogging
-0.2141887546,-0.1682984233,-0.9621844292,57.440927,jogging
-0.2314302176,-0.5380066037,-0.8105485439,57.546293,jogging
-0.3763885498,-0.788128078,-0.4870173633,57.650947,jogging
-0.4458916783,-0.7405098677,-0.5028178692,57.753836,jogging
-0.5587002039,-0.5053511262,-0.657627821,57.859309,jogging
-0.5716740489,-0.235293746,-0.7860188484,57.961264,jogging
-0.4517969787,-0.1585489213,-0.8779189587,58.066479,jogging
-0.3179961145,-0.2159007192,-0.9231821895,58.171348,jogging
-0.2329868078,-0.2330223769,-0.9441491961,58.291044,jogging
-0.2292565852,-0.2780378461,-0.9328110218,58.396868,jogging
-0.2063662261,-0.3608273864,-0.9095144868,58.50132,jogging
-0.1266516596,-0.4110693634,-0.9027631879,58.603061,jogging
-0.0996403545,-0.3932224512,-0.9140284061,58.708437,jogging
-0.1032284498,-0.3279885054,-0.9390247464,58.812639,jogging
-0.0941342264,-0.3838080466,-0.9186022878,58.920069,jogging
-0.1270141751,-0.3569201529,-0.9254595637,59.025435,jogging
-0.096351333,-0.3171992302,-0.9434517026,59.131251,jogging
-0.1106962413,-0.3233216107,-0.9397922754,59.237398,jogging
-0.101709947,-0.3162773252,-0.9431986809,59.340663,jogging
-0.0757090822,-0.3252259791,-0.9426007867,59.446014,jogging
-0.0593317077,-0.2396148741,-0.9690533876,59.551122,jogging
-0.0493922494,-0.1964816004,-0.97926265,59.655916,jogging
-0.0807300135,-0.1889826953,-0.9786563516,59.760911,jogging
-0.0962047949,-0.1925207078,-0.9765655994,59.866794,jogging
-0.1114149615,-0.1427252144,-0.9834715128,59.973026,jogging
-0.0268458761,-0.3918057978,-0.9196562171,0.078404,jogging
-0.0857969299,-0.5840744376,-0.8071529865,0.180901,jogging
-0.1022754833,-0.5352361798,-0.8384879231,0.286639,jogging
